t,ax,ay,az 
1.539609605737E13,-0.13006592,0.03768921,10.040741
1.5396101092771E13,-0.12249756,0.02758789,10.059555
1.5396106128171E13,-0.10997009,0.0066375732,10.134735
1.5396111163572E13,-0.12176514,0.031936646,10.045395
1.5396116198972E13,-0.10044861,0.02961731,9.9665985
1.5396121234372E13,-0.1055603,0.021331787,9.996628
1.5396126269773E13,-0.11201477,0.008529663,10.088745
1.5396131305173E13,-0.13110352,0.011917114,10.046448
1.5396136340574E13,-0.13612366,0.015655518,9.97644
1.5396141375974E13,-0.127182,-0.012588501,10.031982
1.5396146411374E13,-0.15452576,-0.026641846,10.082291
1.5396151446775E13,-0.11112976,0.011642456,10.035248
1.5396156482175E13,-0.13217163,0.05204773,9.987762
1.5396161517576E13,-0.1512146,0.018310547,10.062851
1.5396166552976E13,-0.15707397,0.01574707,10.052139
1.5396171588376E13,-0.119903564,0.017364502,9.969757
1.5396176623777E13,-0.11657715,-0.043685913,10.028381
1.5396181659177E13,-0.11961365,-0.0076446533,10.109024
1.5396186694577E13,-0.12547302,-0.004058838,10.042664
1.5396191729978E13,-0.15957642,0.018371582,9.987564
1.5396196765378E13,-0.14819336,0.030532837,10.038208
1.5396201800779E13,-0.13104248,0.027374268,10.069168
1.5396206836179E13,-0.15322876,-0.0013885498,9.991425
1.5396211871579E13,-0.13565063,-0.012893677,9.968384
1.539621690698E13,-0.15696716,0.0030670166,10.021271
1.539622194238E13,-0.092178345,0.0054626465,10.008621
1.5396226977781E13,-0.15576172,0.016998291,9.924561
1.5396232013181E13,-0.12025452,0.022064209,10.0394745
1.5396237048581E13,-0.16262817,-0.018341064,10.04808
1.5396242083982E13,-0.11026001,4.7302246E-4,10.0052185
1.5396247119382E13,-0.11026001,-0.017471313,10.002975
1.5396252154783E13,-0.10809326,7.9345703E-4,10.048904
1.5396257190183E13,-0.114746094,0.004257202,10.062134
1.5396262225583E13,-0.1476593,0.021911621,9.980881
1.5396267260984E13,-0.108566284,-0.010925293,10.044495
1.5396272296384E13,-0.1375122,0.019973755,10.100845
1.5396277331784E13,-0.1031189,0.044204712,10.032379
1.5396282367185E13,-0.15750122,0.0015411377,9.997787
1.5396287402585E13,-0.13342285,-0.0030822754,10.011597
1.5396292437986E13,-0.10379028,0.02822876,10.086334
1.5396297473386E13,-0.114852905,0.013092041,9.97348
1.5396302508786E13,-0.09712219,0.023498535,9.979233
1.5396307544187E13,-0.12121582,0.005508423,10.027618
1.5396312579587E13,-0.10652161,-0.0056762695,10.030212
1.5396317614988E13,-0.13192749,-0.003982544,9.987686
1.5396322650388E13,-0.15127563,-0.045532227,10.047638
1.5396327685788E13,-0.14994812,-0.046951294,10.0412445
1.5396332721189E13,-0.12730408,0.031982422,10.053955
1.5396337756589E13,-0.13778687,-0.0056915283,9.963409
1.539634279199E13,-0.096466064,-4.7302246E-4,10.07457
1.539634782739E13,-0.11062622,0.01625061,10.08371
1.539635286279E13,-0.1237793,-1.0681152E-4,9.989258
1.5396357898191E13,-0.12231445,-1.9836426E-4,10.051941
1.5396362933591E13,-0.13168335,0.0030212402,10.097275
1.5396367968992E13,-0.1347351,0.01222229,10.068466
1.5396373004392E13,-0.13201904,-5.493164E-4,9.994034
1.5396378039792E13,-0.11836243,0.01449585,10.025589
1.5396383075193E13,-0.12471008,0.03211975,10.076736
1.5396388110593E13,-0.12147522,0.039779663,10.036484
1.5396393145993E13,-0.12454224,0.019180298,10.025803
1.5396398181394E13,-0.14245605,0.0090789795,10.069
1.5396403216794E13,-0.13519287,7.019043E-4,10.067184
1.5396408252195E13,-0.13877869,-0.0027923584,10.060745
1.5396413287595E13,-0.15078735,0.0031280518,10.063461
1.5396418322995E13,-0.14186096,0.0015563965,10.041962
1.5396423358396E13,-0.12922668,0.025100708,9.99057
1.5396428393796E13,-0.12200928,0.03729248,9.974701
1.5396433429197E13,-0.108932495,0.012313843,10.0265045
1.5396438464597E13,-0.09565735,0.012939453,9.999863
1.5396443499997E13,-0.107406616,0.012191772,9.964371
1.5396448535398E13,-0.12359619,0.0087890625,10.033951
1.5396453570798E13,-0.12046814,0.014633179,10.058289
1.5396458606199E13,-0.13168335,-2.593994E-4,10.025238
1.5396463641599E13,-0.15040588,0.027816772,10.033157
1.5396468676999E13,-0.14605713,0.0050811768,10.084198
1.53964737124E13,-0.16049194,0.012176514,10.05542
1.53964787478E13,-0.1485138,-0.0025634766,10.00853
1.5396483783201E13,-0.14503479,0.004196167,10.036865
1.5396488818601E13,-0.15000916,0.008377075,10.042755
1.5396493854001E13,-0.16984558,0.0158844,9.994476
1.5396498889402E13,-0.16455078,-0.015609741,9.993195
1.5396503924802E13,-0.13856506,0.008270264,10.028824
1.5396508960202E13,-0.10960388,-0.013381958,10.003601
1.5396513995603E13,-0.111831665,-0.0056915283,9.958511
1.5396519031003E13,-0.15248108,7.019043E-4,9.998169
1.5396524066404E13,-0.16262817,-0.010955811,10.037628
1.5396529101804E13,-0.12297058,0.016159058,10.055222
1.5396534137204E13,-0.11502075,-0.0020599365,9.966919
1.5396539172605E13,-0.1477356,-3.2043457E-4,9.991379
1.5396544208005E13,-0.108688354,0.025802612,10.048325
1.5396549243406E13,-0.15283203,0.023254395,10.041138
1.5396554278806E13,-0.12591553,0.06291199,9.984894
1.5396559314206E13,-0.10246277,-0.011474609,9.998764
1.5396564349607E13,-0.1451416,0.008285522,9.99382
1.5396569385007E13,-0.14385986,-0.01902771,10.000092
1.5396574420408E13,-0.15208435,-0.0016326904,10.047165
1.5396579455808E13,-0.113723755,0.016906738,10.048218
1.5396584491208E13,-0.12205505,0.031463623,9.925827
1.5396589526609E13,-0.12208557,0.008071899,10.016754
1.5396594562009E13,-0.10745239,0.045532227,9.955109
1.5396599597409E13,-0.0773468,0.026123047,10.069916
1.539660463281E13,0.14483643,0.07998657,9.926285
1.539660966821E13,0.35112,0.09841919,9.955917
1.5396614703611E13,0.14698792,0.035964966,10.033539
1.5396619739011E13,0.1656189,0.06173706,10.041809
1.5396624774411E13,0.3284607,0.07661438,9.895187
1.5396629809812E13,0.32388306,0.068862915,10.159515
1.5396634845212E13,0.22921753,0.026763916,10.003433
1.5396639880613E13,0.13536072,0.10292053,9.810165
1.5396644916013E13,-0.060424805,-8.239746E-4,10.252441
1.5396649951413E13,-0.27261353,-0.053894043,10.19104
1.5396654986814E13,-0.3215027,-0.039871216,10.042603
1.5396660022214E13,-0.411438,-0.029327393,10.052963
1.5396665057615E13,-0.54330444,-0.03100586,9.850082
1.5396670093015E13,-0.48136902,-0.05493164,10.074081
1.5396675128415E13,-0.37297058,-0.0541687,10.132355
1.5396680163816E13,-0.52249146,-0.09799194,10.012253
1.5396685199216E13,-0.51664734,-0.037399292,9.984741
1.5396690234617E13,-0.27905273,0.0076141357,9.960007
1.5396695270017E13,-0.07322693,-0.03387451,10.106644
1.5396700305417E13,-0.12307739,-0.022338867,10.227081
1.5396705340818E13,-0.14981079,-0.014297485,9.996948
1.5396710376218E13,-0.12597656,-0.01499939,10.036819
1.5396715411618E13,-0.10600281,-0.051834106,10.130737
1.5396720447019E13,-0.08004761,-0.042404175,9.988403
1.5396725482419E13,-0.08018494,0.03277588,9.978348
1.539673051782E13,-0.124053955,0.07312012,9.986679
1.539673555322E13,-0.20727539,0.07563782,9.997925
1.539674058862E13,-0.26461792,0.04246521,9.871567
1.5396745624021E13,-0.33598328,-0.026260376,10.015884
1.5396750659421E13,-0.36680603,-0.032684326,10.083206
1.5396755694822E13,-0.3794098,-0.029373169,9.910522
1.5396760730222E13,-0.45054626,-0.068603516,9.943039
1.5396765765622E13,-0.50717163,-0.08305359,9.993637
1.5396770801023E13,-0.55300903,-0.063705444,9.955444
1.5396775836423E13,-0.51109314,-0.1063385,10.081482
1.5396780871824E13,-0.44036865,-0.1678772,10.192734
1.5396785907224E13,-0.42684937,-0.21655273,10.388321
1.5396790942624E13,-0.08699036,-0.31010437,10.394562
1.5396795978025E13,0.29005432,-0.20178223,10.148788
1.5396801013425E13,0.17054749,-0.19070435,10.348297
1.5396806048826E13,-0.016693115,-0.4320526,10.242538
1.5396811084226E13,0.099746704,-0.6452484,9.951248
1.5396816119626E13,0.35250854,-0.66438293,9.856491
1.5396821155027E13,0.28120422,-0.25761414,9.794815
1.5396826190427E13,-0.1453247,-0.03829956,9.823074
1.5396831225827E13,-0.32104492,-0.023101807,9.994995
1.5396836261228E13,-0.5132904,-0.2296753,10.147324
1.5396841296628E13,-0.79437256,-0.55758667,10.065323
1.5396846332029E13,-1.1179199,-0.96325684,9.903076
1.5396851367429E13,-1.1064453,-0.9710541,9.698959
1.5396856402829E13,-0.68185425,-0.5866852,9.673187
1.539686143823E13,0.05319214,-0.06842041,9.764969
1.539686647363E13,0.83239746,0.5126953,9.987656
1.5396871509031E13,1.1325073,0.5578766,10.088837
1.5396876544431E13,0.95144653,0.38676453,9.768356
1.5396881579831E13,0.44085693,0.22494507,9.380936
1.5396886615232E13,0.06768799,-0.07745361,9.6367035
1.5396891650632E13,0.14593506,-0.29637146,9.721924
1.5396896686033E13,0.016677856,-0.66552734,9.838104
1.5396901721433E13,0.03855896,-0.78253174,10.164688
1.5396906756833E13,0.20654297,-0.71687317,10.10791
1.5396911792234E13,0.3288269,-0.6623535,9.94133
1.5396916827634E13,0.6031189,-0.6296234,9.710114
1.5396921863034E13,0.8983612,-0.4250183,10.064743
1.5396926898435E13,1.1254883,-5.493164E-4,10.482895
1.5396931933835E13,1.1540527,0.3499298,10.771988
1.5396936969236E13,0.9611206,0.6352539,10.483139
1.5396942004636E13,0.37319946,0.66825867,10.469482
1.5396947040036E13,0.20097351,0.55552673,10.282455
1.5396952075437E13,0.18357849,0.269104,10.225647
1.5396957110837E13,0.30426025,-0.024856567,10.1064
1.5396962146238E13,0.1359253,-0.31887817,10.259018
1.5396967181638E13,0.4036255,-0.4100647,9.975128
1.5396972217038E13,0.8278961,-0.6833191,9.678452
1.5396977252439E13,0.98973083,-0.7306061,9.475204
1.5396982287839E13,0.62153625,-0.667923,9.8454895
1.539698732324E13,0.13552856,-0.45892334,10.037064
1.539699235864E13,-0.18896484,-0.3695984,10.443146
1.539699739404E13,-0.66767883,-0.4459381,11.212509
1.5397002429441E13,-0.6876221,-0.65293884,10.529282
1.5397007464841E13,-0.81474304,-0.7710724,10.284454
1.5397012500242E13,-0.933548,-0.73139954,10.091522
1.5397017535642E13,-0.47428894,-0.675827,10.202087
1.5397022571042E13,0.32286072,-0.73332214,9.945984
1.5397027606443E13,0.684433,-0.42059326,9.438187
1.5397032641843E13,0.38388062,0.012817383,10.334396
1.5397037677243E13,0.114608765,0.18803406,10.547668
1.5397042712644E13,0.11619568,-0.030670166,10.344299
1.5397047748044E13,0.1763916,-0.40026855,9.908539
1.5397052783445E13,0.083602905,-0.9025879,9.911575
1.5397057818845E13,-0.02720642,-1.2901001,10.018082
1.5397062854245E13,-0.21812439,-1.4356995,10.127319
1.5397067889646E13,-0.24804688,-1.3963776,10.123367
1.5397072925046E13,-0.28042603,-1.2698059,10.020676
1.5397077960447E13,-0.16067505,-1.132019,9.380859
1.5397082995847E13,0.20529175,-0.953598,8.676361
1.5397088031247E13,0.11897278,-0.66822815,9.778244
1.5397093066648E13,0.073013306,-0.4108429,10.630753
1.5397098102048E13,0.07740784,-0.41888428,10.287964
1.5397103137449E13,-0.28771973,-0.6421814,10.180176
1.5397108172849E13,-0.60809326,-0.89779663,9.946335
1.5397113208249E13,-0.78681946,-1.2229614,9.702087
1.539711824365E13,-0.88414,-1.4470825,9.836121
1.539712327905E13,-0.7751312,-1.3469849,9.962784
1.5397128314451E13,-0.55859375,-0.963501,10.166519
1.5397133349851E13,-0.35490417,-0.5334015,10.336548
1.5397138385251E13,-0.16127014,-0.3132782,10.2035675
1.5397143420652E13,-0.006729126,-0.3722992,9.785477
1.5397148456052E13,0.1402893,-0.32273865,9.928223
1.5397153491452E13,0.37297058,-0.27630615,10.017639
1.5397158526853E13,0.55877686,-0.60118103,10.0616
1.5397163562253E13,0.6696167,-0.7867279,10.2955475
1.5397168597654E13,0.73332214,-0.8904114,9.975693
1.5397173633054E13,0.6459198,-0.8898773,9.676086
1.5397178668454E13,0.07435608,-0.798996,9.703049
1.5397183703855E13,-0.84114075,-0.6131134,10.130325
1.5397188739255E13,-1.4474487,-0.44044495,10.578903
1.5397193774656E13,-1.4459229,-0.28904724,10.020477
1.5397198810056E13,-1.1661224,-0.2030487,9.7659
1.5397203845456E13,-0.6598816,-0.2730255,9.916107
1.5397208880857E13,0.047302246,-0.48945618,10.099365
1.5397213916257E13,0.5892334,-0.7134552,9.960968
1.5397218951658E13,0.98223877,-0.871521,9.907135
1.5397223987058E13,0.74105835,-0.90885925,10.1241455
1.5397229022458E13,0.6342468,-0.8815613,10.158997
1.5397234057859E13,0.2893982,-1.2682953,9.983475
1.5397239093259E13,-0.0105896,-1.9096985,9.865067
1.5397244128659E13,-0.2383728,-2.1018524,9.721268
1.539724916406E13,-0.59954834,-2.18956,9.734695
1.539725419946E13,-0.6238098,-2.375885,9.801285
1.5397259234861E13,-0.44862366,-2.2286987,9.805634
1.5397264270261E13,0.12098694,-1.9274902,9.811905
1.5397269305661E13,0.6312561,-1.3977203,9.619019
1.5397274341062E13,1.0299225,-0.6345215,9.676483
1.5397279376462E13,1.2555084,-0.067611694,10.375702
1.5397284411863E13,1.6205444,0.03529358,10.308594
1.5397289447263E13,1.6316681,-0.23408508,10.163437
1.5397294482663E13,1.5041962,-0.53440857,9.905533
1.5397299518064E13,1.0140686,-0.5127411,10.039398
1.5397304553464E13,0.56391907,-0.6132965,9.87059
1.5397309588865E13,-0.17449951,-0.51924133,9.814789
1.5397314624265E13,-1.0618439,-0.54174805,10.084686
1.5397319659665E13,-1.2418671,-0.6325531,10.292343
1.5397324695066E13,-0.7187195,-0.46829224,10.388718
1.5397329730466E13,-0.12541199,-0.54074097,10.255844
1.5397334765867E13,0.26887512,-0.59584045,10.036987
1.5397339801267E13,0.14883423,-0.42636108,10.202194
1.5397344836667E13,-0.15467834,-0.39234924,10.153564
1.5397349872068E13,-0.105667114,-0.60087585,10.124756
1.5397354907468E13,1.5867157,-1.0399323,10.049881
1.5397359942868E13,1.8743591,-1.1694641,9.950165
1.5397364978269E13,2.8731232,-1.179184,9.833862
1.5397370013669E13,2.9950867,-1.0606842,9.689011
1.539737504907E13,2.3699036,-1.0064697,9.698624
1.539738008447E13,2.2516785,-0.92099,9.663467
1.539738511987E13,1.9019012,-1.0327148,9.71257
1.5397390155271E13,1.1244049,-1.2183838,9.897064
1.5397395190671E13,0.028289795,-1.2819977,9.708542
1.5397400226072E13,-1.3759918,-1.196991,9.790955
1.5397405261472E13,-2.3573303,-1.2398224,10.000748
1.5397410296872E13,-2.4480286,-1.2711334,9.860275
1.5397415332273E13,-2.0266724,-1.2780914,9.842102
1.5397420367673E13,-1.2988129,-1.2607422,9.912018
1.5397425403074E13,-0.50157166,-1.3626099,10.017502
1.5397430438474E13,0.17755127,-1.550415,10.093872
1.5397435473874E13,0.7784271,-1.7369995,10.0746155
1.5397440509275E13,1.1222839,-1.8145447,10.008606
1.5397445544675E13,0.8576355,-1.9504547,10.009949
1.5397450580076E13,0.5504608,-2.07164,9.967239
1.5397455615476E13,0.97817993,-2.2393188,9.871231
1.5397460650876E13,1.4802704,-2.34198,9.911087
1.5397465686277E13,1.5842896,-2.0618134,10.017242
1.5397470721677E13,1.9084167,-1.5561676,10.038223
1.5397475757077E13,2.6916199,-1.1721802,10.053833
1.5397480792478E13,3.1381378,-1.0479889,10.022705
1.5397485827878E13,3.3532867,-0.86294556,9.871353
1.5397490863279E13,3.5464172,-0.6368866,9.831314
1.5397495898679E13,3.4132996,-0.6883087,9.768646
1.5397500934079E13,3.1463776,-0.79792786,9.617554
1.539750596948E13,2.8962097,-0.7425842,9.554184
1.539751100488E13,2.4385834,-0.47705078,9.603577
1.5397516040281E13,1.6500702,-0.34140015,9.8697815
1.5397521075681E13,0.8356476,-0.45103455,9.79071
1.5397526111081E13,0.5395813,-0.365448,9.90007
1.5397531146482E13,0.22732544,-0.37791443,9.9361725
1.5397536181882E13,-0.06277466,-0.36372375,9.94487
1.5397541217283E13,-0.49961853,-0.41848755,10.420349
1.5397546252683E13,-0.61946106,-0.649765,10.370987
1.5397551288083E13,-0.18444824,-0.7942047,10.294479
1.5397556323484E13,0.7252197,-0.8027649,10.025467
1.5397561358884E13,1.6828766,-1.126236,9.803574
1.5397566394284E13,2.4335785,-1.6704712,9.890106
1.5397571429685E13,2.826416,-2.139145,9.804962
1.5397576465085E13,2.8566437,-2.0348816,10.116226
1.5397581500486E13,2.2311096,-1.5650024,10.828232
1.5397586535886E13,1.2834473,-1.0450897,11.3068695
1.5397591571286E13,0.109695435,-0.63978577,11.453461
1.5397596606687E13,-0.7990265,-0.45887756,11.180405
1.5397601642087E13,-1.0143585,-0.42694092,11.007202
1.5397606677488E13,-0.35179138,-0.3491974,11.367569
1.5397611712888E13,0.7628937,-0.10467529,11.821854
1.5397616748288E13,1.8261108,-0.14813232,11.820984
1.5397621783689E13,2.6667633,-0.6180115,11.704727
1.5397626819089E13,3.0026855,-0.9785614,11.233353
1.539763185449E13,2.864624,-1.4785461,10.450439
1.539763688989E13,2.46669,-1.7725067,9.746841
1.539764192529E13,1.9134369,-1.740448,9.14032
1.5397646960691E13,1.4107056,-1.5384521,8.700424
1.5397651996091E13,1.1139221,-1.3462219,8.385422
1.5397657031492E13,1.0440369,-1.241806,8.393738
1.5397662066892E13,1.2039642,-1.1610107,8.910263
1.5397667102292E13,1.4343872,-1.0557709,9.49382
1.5397672137693E13,1.6288147,-0.8661499,10.004608
1.5397677173093E13,1.7082214,-0.6634674,10.36322
1.5397682208493E13,1.6947174,-0.4986267,10.615402
1.5397687243894E13,1.5900421,-0.41752625,10.925537
1.5397692279294E13,1.3607788,-0.71965027,11.316177
1.5397697314695E13,1.1540375,-0.93240356,11.522598
1.5397702350095E13,1.161911,-0.8485565,11.556351
1.5397707385495E13,1.0877686,-0.8598175,11.441849
1.5397712420896E13,1.1069794,-0.7923279,11.108017
1.5397717456296E13,1.2385864,-0.69821167,10.869171
1.5397722491697E13,1.4033203,-0.5336609,10.782333
1.5397727527097E13,1.7153168,-0.41177368,10.662216
1.5397732562497E13,2.0414581,-0.46272278,10.663452
1.5397737597898E13,2.3231812,-0.5209198,10.602005
1.5397742633298E13,2.42865,-0.59028625,10.335175
1.5397747668699E13,2.1525116,-0.7322235,10.076508
1.5397752704099E13,1.7067566,-0.9855652,9.687866
1.5397757739499E13,1.4273834,-1.2096863,9.470642
1.53977627749E13,1.3394928,-1.1875763,9.46788
1.53977678103E13,1.4804993,-0.84106445,9.697983
1.5397772845701E13,1.8312073,-0.51049805,10.004364
1.5397777881101E13,2.0697937,-0.45007324,10.199814
1.5397782916501E13,2.170761,-0.3549652,10.452515
1.5397787951902E13,2.0769653,-0.2808075,10.612869
1.5397792987302E13,1.9020386,-0.29330444,10.691788
1.5397798022702E13,1.6852417,-0.34326172,10.684174
1.5397803058103E13,1.6259918,-0.451828,10.595428
1.5397808093503E13,1.7850952,-0.53601074,10.431656
1.5397813128904E13,1.8856812,-0.5890503,10.470917
1.5397818164304E13,1.6621857,-0.6186218,10.439377
1.5397823199704E13,1.1376953,-0.6157379,9.95842
1.5397828235105E13,0.67884827,-0.5787811,9.270355
1.5397833270505E13,0.5625305,-0.5166931,8.79953
1.5397838305906E13,0.75408936,-0.5269165,8.821045
1.5397843341306E13,1.0809937,-0.57388306,9.2591095
1.5397848376706E13,1.3931732,-0.6639099,9.757202
1.5397853412107E13,1.498764,-0.7855835,10.212433
1.5397858447507E13,1.4021912,-0.8217468,10.570541
1.5397863482908E13,1.2760315,-0.7559967,10.670074
1.5397868518308E13,1.2693634,-0.59680176,10.58815
1.5397873553708E13,1.2523041,-0.5058899,10.345169
1.5397878589109E13,1.2535248,-0.50431824,10.16626
1.5397883624509E13,1.3765717,-0.43830872,10.216614
1.5397888659909E13,1.5186157,-0.4998932,10.322311
1.539789369531E13,1.5483551,-0.61387634,10.370789
1.539789873071E13,1.6396942,-0.55537415,10.267822
1.5397903766111E13,1.5205688,-0.54600525,9.882721
1.5397908801511E13,1.5362549,-0.4662323,9.500381
1.5397913836911E13,1.5641327,-0.47187805,9.364151
1.5397918872312E13,1.5943298,-0.4806366,9.364273
1.5397923907712E13,1.6266632,-0.41752625,9.506668
1.5397928943113E13,1.5984039,-0.32650757,9.562134
1.5397933978513E13,1.5105896,-0.19758606,9.745697
1.5397939013913E13,1.3461761,-0.19430542,9.939392
1.5397944049314E13,1.182663,-0.3058014,10.149551
1.5397949084714E13,0.9719238,-0.37239075,10.2964325
1.5397954120115E13,0.85606384,-0.41452026,10.277512
1.5397959155515E13,0.90579224,-0.35472107,10.081451
1.5397964190915E13,1.0085754,-0.38917542,9.791718
1.5397969226316E13,1.1468964,-0.45542908,9.495911
1.5397974261716E13,1.2604828,-0.5697632,9.193268
1.5397979297117E13,1.2867279,-0.5475006,8.961929
1.5397984332517E13,1.4289551,-0.3882904,8.820663
1.5397989367917E13,1.5307465,-0.21917725,8.665955
1.5397994403318E13,1.6805267,0.025558472,8.813858
1.5397999438718E13,1.5886993,0.077056885,9.275085
1.5398004474118E13,1.440567,-0.04862976,9.815979
1.5398009509519E13,1.0153656,-0.20907593,10.28952
1.5398014544919E13,0.66342163,-0.38935852,10.373611
1.539801958032E13,0.44874573,-0.5297699,10.436264
1.539802461572E13,0.52967834,-0.58503723,10.574921
1.539802965112E13,0.91696167,-0.4661255,10.506546
1.5398034686521E13,1.4530029,-0.31114197,10.219635
1.5398039721921E13,1.886734,-0.18148804,9.882141
1.5398044757322E13,2.1422272,-0.19059753,9.667587
1.5398049792722E13,2.1924133,-0.14938354,9.695114
1.5398054828122E13,1.8825226,-0.2300415,9.679245
1.5398059863523E13,1.4651337,-0.29525757,9.66008
1.5398064898923E13,1.1386719,-0.34036255,9.994583
1.5398069934324E13,0.8801727,-0.41760254,10.0147705
1.5398074969724E13,0.89501953,-0.28608704,10.155548
1.5398080005124E13,1.0319214,-0.23916626,10.30336
1.5398085040525E13,1.2669067,-0.124938965,10.126114
1.5398090075925E13,1.5720978,0.0028076172,9.716995
1.5398095111326E13,1.7395935,-0.061706543,9.373398
1.5398100146726E13,1.7368469,-0.23545837,9.2267
1.5398105182126E13,1.5012512,-0.36428833,9.145126
1.5398110217527E13,1.3027496,-0.37730408,9.170441
1.5398115252927E13,1.1644287,-0.37580872,9.210693
1.5398120288327E13,1.0024261,-0.3331604,9.320755
1.5398125323728E13,0.9234314,-0.28456116,9.439362
1.5398130359128E13,0.9549408,-0.20062256,9.587906
1.5398135394529E13,1.0956116,-0.039093018,9.802353
1.5398140429929E13,1.3257446,0.11979675,10.163757
1.5398145465329E13,1.5918579,0.18478394,10.373688
1.539815050073E13,1.6992035,0.13172913,10.41835
1.539815553613E13,1.5872192,-0.015777588,10.413239
1.5398160571531E13,1.397049,-0.14190674,10.267654
1.5398165606931E13,1.1654053,-0.16571045,10.1596985
1.5398170642331E13,0.951828,-0.14782715,10.140717
1.5398175677732E13,0.8733978,-0.1574707,10.063293
1.5398180713132E13,0.94158936,-0.18293762,9.951508
1.5398185748533E13,1.0983276,-0.18307495,9.878601
1.5398190783933E13,1.1921692,-0.1605835,9.780365
1.5398195819333E13,1.2372437,-0.14881897,9.631836
1.5398200854734E13,1.2324219,-0.16134644,9.496414
1.5398205890134E13,1.2615967,-0.16326904,9.342285
1.5398210925534E13,1.295044,-0.12625122,9.2499695
1.5398215960935E13,1.2750397,-0.038406372,9.239075
1.5398220996335E13,1.246582,0.051315308,9.295731
1.5398226031736E13,1.2798157,0.13505554,9.4045105
1.5398231067136E13,1.3566742,0.09490967,9.644791
1.5398236102536E13,1.4376526,0.070007324,9.9001465
1.5398241137937E13,1.5498962,0.0975647,10.025238
1.5398246173337E13,1.5940857,0.12716675,10.113983
1.5398251208738E13,1.7080994,0.20169067,10.191986
1.5398256244138E13,1.7646484,0.24630737,10.213593
1.5398261279538E13,1.8091736,0.21963501,10.17392
1.5398266314939E13,1.666687,0.17036438,10.122543
1.5398271350339E13,1.4406738,0.14222717,10.053116
1.539827638574E13,1.2644501,0.21330261,10.076111
1.539828142114E13,1.2489319,0.2593994,10.235123
1.539828645654E13,1.324295,0.24667358,10.42691
1.5398291491941E13,1.3555298,0.18377686,10.56015
1.5398296527341E13,1.4971008,0.23329163,10.54921
1.5398301562742E13,1.7121277,0.25898743,10.452255
1.5398306598142E13,1.7814026,0.17835999,10.2114105
1.5398311633542E13,1.7426147,0.14323425,9.75853
1.5398316668943E13,1.6744843,0.10986328,9.552322
1.5398321704343E13,1.7856903,0.026321411,9.378098
1.5398326739743E13,2.0223389,0.05671692,9.415817
1.5398331775144E13,2.0967712,0.06864929,9.3350525
1.5398336810544E13,2.0630188,0.14590454,9.414902
1.5398341845945E13,1.9048309,0.3623047,9.61763
