t,wx,wy,wz,wdx,wdy,wdz 
1.5622734377944E13,-0.05380249,0.14579773,0.21221924,0.021362308,0.031799316,0.032073975
1.5622739413344E13,-0.043395996,0.14352417,0.2182312,0.021362308,0.031799316,0.032073975
1.5622744448745E13,-0.036987305,0.139328,0.22137451,0.021362308,0.031799316,0.032073975
1.5622749484145E13,-0.033828735,0.14060974,0.22032166,0.021362308,0.031799316,0.032073975
1.5622754519546E13,-0.032791138,0.14743042,0.22021484,0.021362308,0.031799316,0.032073975
1.5622759554946E13,-0.032928467,0.15927124,0.2177887,0.021362308,0.031799316,0.032073975
1.5622764590346E13,-0.034942627,0.17036438,0.21176147,0.021362308,0.031799316,0.032073975
1.5622769625747E13,-0.035995483,0.182724,0.20848083,0.021362308,0.031799316,0.032073975
1.5622774661147E13,-0.036239624,0.18986511,0.20787048,0.021362308,0.031799316,0.032073975
1.5622779696548E13,-0.038406372,0.19258118,0.21136475,0.021362308,0.031799316,0.032073975
1.5622784731948E13,-0.04084778,0.19049072,0.21678162,0.021362308,0.031799316,0.032073975
1.5622789767348E13,-0.04484558,0.18193054,0.22212219,0.021362308,0.031799316,0.032073975
1.5622794802749E13,-0.04647827,0.1739502,0.22753906,0.021362308,0.031799316,0.032073975
1.5622799838149E13,-0.04359436,0.16737366,0.2368164,0.021362308,0.031799316,0.032073975
1.562280487355E13,-0.037734985,0.16323853,0.2453003,0.021362308,0.031799316,0.032073975
1.562280990895E13,-0.030166626,0.16000366,0.25242615,0.021362308,0.031799316,0.032073975
1.562281494435E13,-0.022598267,0.15722656,0.25852966,0.021362308,0.031799316,0.032073975
1.5622819979751E13,-0.014694214,0.15640259,0.2668152,0.021362308,0.031799316,0.032073975
1.5622825015151E13,-0.0057678223,0.15579224,0.27445984,0.021362308,0.031799316,0.032073975
1.5622830050551E13,0.0022888184,0.15234375,0.28425598,0.021362308,0.031799316,0.032073975
1.5622835085952E13,0.0101623535,0.14672852,0.29034424,0.021362308,0.031799316,0.032073975
1.5622840121352E13,0.017913818,0.1335144,0.29252625,0.021362308,0.031799316,0.032073975
1.5622845156753E13,0.022659302,0.117263794,0.2940216,0.021362308,0.031799316,0.032073975
1.5622850192153E13,0.024887085,0.10231018,0.29370117,0.021362308,0.031799316,0.032073975
1.5622855227553E13,0.02456665,0.091537476,0.29264832,0.021362308,0.031799316,0.032073975
1.5622860262954E13,0.02305603,0.08659363,0.29037476,0.021362308,0.031799316,0.032073975
1.5622865298354E13,0.02168274,0.088653564,0.28526306,0.021362308,0.031799316,0.032073975
1.5622870333755E13,0.02168274,0.09825134,0.27796936,0.021362308,0.031799316,0.032073975
1.5622875369155E13,0.02041626,0.11251831,0.2701416,0.021362308,0.031799316,0.032073975
1.5622880404555E13,0.016036987,0.12831116,0.2654419,0.021362308,0.031799316,0.032073975
1.5622885439956E13,0.008895874,0.14576721,0.2645111,0.021362308,0.031799316,0.032073975
1.5622890475356E13,-0.0010986328,0.1640625,0.26841736,0.021362308,0.031799316,0.032073975
1.5622895510757E13,-0.01625061,0.17230225,0.27792358,0.021362308,0.031799316,0.032073975
1.5622900546157E13,-0.03778076,0.17102051,0.29031372,0.021362308,0.031799316,0.032073975
1.5622905581557E13,-0.060043335,0.1615448,0.30485535,0.021362308,0.031799316,0.032073975
1.5622910616958E13,-0.07902527,0.14648438,0.31907654,0.021362308,0.031799316,0.032073975
1.5622915652358E13,-0.09324646,0.12832642,0.3304901,0.021362308,0.031799316,0.032073975
1.5622920687759E13,-0.101242065,0.110183716,0.3373413,0.021362308,0.031799316,0.032073975
1.5622925723159E13,-0.10272217,0.09899902,0.3360443,0.021362308,0.031799316,0.032073975
1.5622930758559E13,-0.0993042,0.0920105,0.32713318,0.021362308,0.031799316,0.032073975
1.562293579396E13,-0.095687866,0.08493042,0.31404114,0.021362308,0.031799316,0.032073975
1.562294082936E13,-0.095321655,0.08049011,0.29997253,0.021362308,0.031799316,0.032073975
1.562294586476E13,-0.099365234,0.07949829,0.28645325,0.021362308,0.031799316,0.032073975
1.5622950900161E13,-0.108688354,0.078201294,0.27345276,0.021362308,0.031799316,0.032073975
1.5622955935561E13,-0.12416077,0.07536316,0.2624359,0.021362308,0.031799316,0.032073975
1.5622960970962E13,-0.143219,0.072128296,0.25473022,0.021362308,0.031799316,0.032073975
1.5622966006362E13,-0.15992737,0.07369995,0.2523651,0.021362308,0.031799316,0.032073975
1.5622971041762E13,-0.16786194,0.07978821,0.25367737,0.021362308,0.031799316,0.032073975
1.5622976077163E13,-0.1681366,0.08615112,0.25727844,0.021362308,0.031799316,0.032073975
1.5622981112563E13,-0.16151428,0.08729553,0.26171875,0.021362308,0.031799316,0.032073975
1.5622986147964E13,-0.14613342,0.083236694,0.2652893,0.021362308,0.031799316,0.032073975
1.5622991183364E13,-0.12461853,0.07244873,0.27008057,0.021362308,0.031799316,0.032073975
1.5622996218764E13,-0.102645874,0.053207397,0.2715912,0.021362308,0.031799316,0.032073975
